cvegeo,intralinks,size,grado,fuerza,longitude,latitude
1505800010172,23.0,114,102,204,-99.06136424001886,19.479132680708283
1508100010931,"",1,1,1,-98.96119792960732,19.70466754027916
150840013044A,"",2,2,2,-98.85020586958288,19.802113679798225
1508700290297,2.0,12,36,48,-99.58249363019395,19.48495898064204
1509900010940,"",8,30,34,-98.88495647510018,19.504539484695062
1510600010491,"",6,34,59,-99.64891759990299,19.28421175497172
1510600621771,"",7,1,2,-99.62686660501323,19.349277754687265
1510600664742,"",9,9,10,-99.64134391526727,19.332422650092838
1510900031769,1.0,20,20,30,-99.18714593025065,19.619998310021284
1512100010178,"",74,91,135,-99.20305154008543,19.678754875209464
1700700010153,"",4,4,5,-99.23697509961957,18.933857307585974
1700700010191,0.0,0,0,0,-99.21588712316077,18.938783000075347
090020001099A,40.0,109,133,209,-99.20540226499175,19.494409540268556
0900300010287,17.0,352,109,131,-99.16206343010717,19.341272864689863
0900500011167,23.0,164,105,166,-99.10086206001858,19.494284315059375
0900500011379,78.0,231,149,295,-99.14477804529055,19.48084299991462
090050001295A,48.0,164,151,396,-99.08109201480545,19.47044256518612
0900600010804,79.0,216,200,399,-99.11555111462273,19.384145884935293
0900700013721,26.0,198,73,113,-99.06357241013868,19.36205541519123
0900700014965,25.0,215,133,245,-99.0936409147865,19.325754130244974
0900800010461,85.0,360,160,248,-99.24771552653047,19.290710650681035
0900800010476,17.0,166,46,77,-99.24824059984437,19.271363969927055
090080001057A,81.0,303,115,198,-99.26276908451649,19.300511145282247
0901000010224,5.0,14,4,4,-99.20541171466138,19.3888207350863
0901000010510,24.0,138,75,114,-99.19816677492618,19.376955355247105
0901000011735,68.0,328,254,413,-99.26981112529324,19.322731935524434
0901100010039,17.0,219,83,116,-99.03777315511311,19.30024837009173
090130001071A,141.0,86,79,278,-99.07220775504118,19.25821368708324
0901400010187,65.0,381,171,233,-99.18397916999433,19.394705814936586
0901400010539,49.0,145,63,80,-99.1377665623449,19.378413765795184
0901700011346,8.0,53,22,31,-99.1107457299035,19.41261482534036
130690002050A,"",2,1,1,-98.95612510767774,19.882308094996738
1308200010179,"",5,5,6,-98.85771818664878,19.97512353098284
150131889,11.0,56,22,22,-99.32697173952052,19.542595860131456
1501900010066,"",5,0,0,-99.46920588254773,19.195805200213343
1502500012040,"",23,21,29,-98.90441489501146,19.275968115006236
150260094,0.0,0,0,0,-99.59422250996255,19.87977145485428
1503300013661,41.0,126,83,142,-99.02823803968533,19.550321610024938
1503900011423,"",44,60,94,-98.87168449980926,19.33003371846352
1503900642050,"",1,7,7,-98.84606809192819,19.30619624454592
1505400381006,"",9,24,30,-99.64208698534125,19.26251496013218
1505400410756,"",14,8,8,-99.59486583960468,19.241605215133287
1505700011949,67.0,231,136,309,-99.2508999050757,19.457179655005838
1505700012398,14.0,105,85,185,-99.27049741471379,19.486965806111698
150580001090A,144.0,322,193,369,-99.03997268484414,19.405271829752984
1507900010115,"",2,2,2,-99.51536530541088,20.021130725063102
150810019019A,"",14,17,22,-98.99831735504446,19.673357965080882
150990022089A,"",2,6,6,-98.82064850495296,19.490003699838915
1510400010463,72.0,281,192,529,-99.15789149987333,19.54040653543386
1510400012099,5.0,76,13,18,-99.1152155850175,19.55163436531225
1510800010208,2.0,62,166,736,-99.11982135471402,19.694762495121786
1511300010068,"",13,7,15,-99.6377322296973,18.957258365361692
1512100012530,7.0,20,19,31,-99.2072549898416,19.59302914984415
170260001006A,0.0,0,0,0,-98.98204351472101,18.953611059803706
0900200011112,12.0,109,114,149,-99.19464202483363,19.508586209968875
0900300010855,11.0,100,42,67,-99.14282573995932,19.317782940012926
090050001288A,6.0,57,23,36,-99.10606274000057,19.50845049519903
0900700013539,25.0,120,81,139,-99.07606423493982,19.29506111998017
0901000010099,62.0,210,72,127,-99.20817248433485,19.395329040027683
090110838,7.0,21,28,38,-99.01514457753959,19.232943839983456
0901200011157,24.0,204,110,283,-99.16588320994006,19.270976810185623
0901200012051,18.0,136,67,135,-99.23035746019693,19.271229929810037
0901300011224,43.0,256,151,319,-99.1197220153037,19.284395344934055
0901600010872,8.0,95,39,53,-99.21407763004538,19.42566184507413
0901700010259,6.0,53,23,72,-99.11193948512994,19.443218129768603
1501300010344,10.0,52,37,92,-99.21532597963488,19.57869399528431
1501300011041,47.0,165,67,113,-99.24468074013987,19.568127314687388
1502000010828,"",11,3,4,-99.1213056554715,19.629673324847346
1502500130970,"",3,22,23,-98.85965101952286,19.29241516061675
1502900010062,"",33,39,63,-98.90821016997496,19.42322065996482
1503300010258,7.0,66,63,211,-99.04512900021385,19.576027214814125
1503300013322,"",7,2,4,-98.9888771500365,19.648820525298973
1503300014778,11.0,108,26,42,-99.08665524486302,19.545249184874923
1503900011762,9.0,65,23,44,-98.94818449921074,19.33138218534767
1503900012101,"",19,37,42,-98.91782937125589,19.32850645051741
1505700011436,13.0,122,72,103,-99.2364282850151,19.47655561988939
1506000160679,"",13,1,1,-99.35804178390845,19.63755510816354
1506500070213,3.0,7,72,132,-98.78807047991563,19.69113363005529
1508100190700,7.0,15,7,10,-98.98306698901999,19.681613864011744
1509300140186,0.0,0,0,0,-98.74465363965248,19.542702180366774
1510400011029,4.0,82,40,51,-99.20240121485568,19.515822014584383
1510400011353,78.0,190,115,242,-99.12258022010533,19.529837540191576
1510600904329,"",21,13,14,-99.59449543415644,19.29507716998833
1510900031576,8.0,41,40,82,-99.17894138908454,19.60700450696504
1510900251699,3.0,24,30,51,-99.08223199007358,19.663344035027656
1512100010394,"",41,41,68,-99.19717104021996,19.63674004018302
1512100010943,5.0,35,67,129,-99.20829624039811,19.632105705006747
1512100011104,"",49,41,77,-99.19737608474955,19.620180549909257
1512100011617,1.0,21,31,59,-99.2046602249935,19.637223830077254
1512200010442,"",22,32,43,-98.92823850511846,19.296089375105183
1700700010064,1.0,22,14,18,-99.23479557647799,18.957198577231694
0900600010679,19.0,112,54,85,-99.09842567500081,19.392075115023037
0900600010880,3.0,85,44,48,-99.1290108850832,19.383253709708466
0900700012530,78.0,377,205,599,-99.01828522500637,19.356298422677625
0901000010807,22.0,98,68,86,-99.19735980956818,19.367508619900676
0901100011253,14.0,116,64,95,-99.05829243535212,19.296518189986884
0901300010828,11.0,100,30,52,-99.12580054416023,19.24167777050649
0901300011173,353.0,235,200,648,-99.12407792056663,19.22979593154515
0901500010517,67.0,311,235,508,-99.14404681537252,19.449605065045073
0901500010555,41.0,215,133,171,-99.16138120006977,19.44760315034805
0901500010979,6.0,112,32,43,-99.12946641528973,19.42454128984534
130690044068A,"",3,3,3,-98.9647928303535,19.875845884661608
1307600271019,"",1,1,2,-99.34119358380164,19.99048991907662
1501300010630,33.0,187,63,137,-99.24722674515311,19.58148704018847
1501300011605,0.0,0,0,0,-99.29661692990948,19.55831164979316
1501900010117,"",4,8,8,-99.4678127349456,19.20169844995819
1502000010211,1.0,28,25,28,-99.08307323000423,19.625109900405977
1502500010947,"",8,4,5,-98.9085982646153,19.28387521990083
1503300012860,6.0,80,34,49,-99.04232624528802,19.50603665484823
1503300012930,6.0,59,15,20,-99.05018991496598,19.494311170062744
1503300013623,55.0,196,83,115,-99.05366925987194,19.578887985148942
1503300014956,256.0,100,232,1013,-99.0989234299924,19.573561918561182
1505700012487,5.0,28,28,55,-99.2347589053069,19.45250899486241
1505800010223,58.0,202,74,105,-99.05138177493924,19.462501634849314
1505800010789,119.0,313,143,360,-98.99657652976074,19.39932503976492
1506000010293,"",83,90,176,-99.2720813636047,19.603272155499635
1507000401315,8.0,46,18,27,-98.94405449958317,19.344880739738052
1507000431457,2.0,49,132,203,-98.93965891522441,19.367171979791834
1509200010193,1.0,16,31,49,-98.87667240470677,19.691974585294204
1509200020032,"",14,16,19,-98.90385092518605,19.66697526525827
1510400011921,25.0,117,26,30,-99.10967542229007,19.514710994929153
1512000460467,"",2,14,16,-99.15357076525751,19.81910688383654
1512100011570,"",15,9,11,-99.19815674979354,19.646245939852548
0900200010631,40.0,237,150,294,-99.20838787464415,19.48003227008723
0900300010268,1.0,33,43,55,-99.17179105989621,19.344537684857556
0900500010262,46.0,220,103,251,-99.13934038460896,19.52926861488445
0900500012752,23.0,116,66,155,-99.13099877492064,19.550580759853126
0900600010842,5.0,75,96,114,-99.1023841000333,19.384904189866003
0900700012475,37.0,307,187,385,-99.09135671501511,19.373148054627393
0900700013045,187.0,310,246,886,-99.04471647996209,19.333782515463177
0900800010495,47.0,194,108,164,-99.22905420017048,19.310358499778523
0901000010313,67.0,279,165,346,-99.24071924303682,19.379811125007805
0901000011650,74.0,160,86,192,-99.23333941516262,19.355033040263343
0901300010230,39.0,166,100,146,-99.1068702749107,19.25959815474325
0901300010419,12.0,160,49,69,-99.10832703908014,19.24716689028595
0901400010416,8.0,193,75,81,-99.16251136511568,19.385124230111092
0901400010613,64.0,332,197,327,-99.16270269965823,19.37851841993856
0901700011505,6.0,64,41,52,-99.06080958937602,19.427195114766796
1304800011527,"",10,25,51,-98.79334651506457,20.063617208807894
130480001278A,0.0,0,0,0,-98.79118326905635,20.060123961298526
1502500011860,"",12,5,5,-98.90633410502748,19.28032929965059
1503900011052,"",23,29,41,-98.92450275988381,19.314647560006144
1503900011512,0.0,0,0,0,-98.90697291498559,19.33453705992911
150570001153A,26.0,112,35,55,-99.24363491964007,19.46642300001261
1505700012415,62.0,237,62,165,-99.27013172913951,19.432398475179028
1506100010036,"",3,2,2,-98.71117210525821,19.778853990241196
150610055,"",7,4,5,-98.70990702531081,19.800537484944968
1507000401349,34.0,92,52,108,-98.95111404044331,19.342168274834773
1508100010306,"",44,92,149,-98.9667266092975,19.72233444607614
1510600011061,"",10,31,34,-99.63519265510851,19.24700495196426
1510601124653,0.0,0,0,0,-99.57728849988119,19.33363086033223
1510800140373,4.0,103,101,143,-99.12651831501367,19.662150299591083
1510900250900,"",19,16,21,-99.08177352504912,19.677657390253724
1511500060109,"",3,3,4,-99.48992669496359,19.423495436629267
1512100010229,1.0,48,40,67,-99.22061154035194,19.662068355245104
0900300010357,62.0,157,68,126,-99.11589316017631,19.341103345000292
0900700014414,73.0,380,267,867,-99.08549610009901,19.32326427013875
0901000011773,21.0,160,57,70,-99.19749839972366,19.393677844795672
0901300011120,23.0,112,59,98,-99.09781581913646,19.260320755537172
090140001083A,54.0,157,107,134,-99.16128630028405,19.368536970225723
090150001145A,21.0,131,87,110,-99.16502179486571,19.403504070110248
0901600010016,3.0,32,60,130,-99.1988089476025,19.468198175232075
0901600010251,120.0,372,198,443,-99.19717681927378,19.451945699895475
0901700010649,84.0,252,110,387,-99.1017813749685,19.42838010004507
1501300010062,73.0,307,111,270,-99.23087731040584,19.582901904847702
1501300010912,846.0,433,246,2738,-99.24789338966221,19.53230231974706
1502000010692,"",29,19,28,-99.08703940992491,19.627155820005747
1502000010851,"",16,18,23,-99.10024215154223,19.618315685562802
1503000010044,"",12,9,14,-98.90208935992945,19.554940484862467
1503000010082,"",4,25,41,-98.88862220502034,19.55971215961109
1503300010243,9.0,60,21,42,-99.0494741301666,19.577531859666628
1503300010718,31.0,105,68,81,-99.04541941530168,19.532427399581124
1503300014369,"",4,6,18,-99.06988767471958,19.654753609872788
1503300014547,8.0,60,76,118,-99.05371348991345,19.615910640128092
150370013069A,"",6,9,12,-99.34185532451933,19.421461000972776
150390001189A,1.0,30,31,67,-98.88039271975317,19.312338505038372
1503900012224,0.0,0,0,0,-98.93026466265505,19.333025162996623
1503900031565,"",17,14,15,-98.86676227982142,19.30703191478696
150391531,"",14,27,28,-98.88075382966404,19.30157604472383
1505100210078,"",5,1,1,-99.45872153674782,19.305236594810204
1508100120630,1.0,27,24,41,-98.96665576555795,19.7590124004006
1509100010177,"",12,13,16,-99.19097056974445,19.753257680127795
1509900071756,"",19,66,103,-98.86817881045629,19.47974655317951
150990172178A,"",4,1,1,-98.91434914497984,19.460961571049943
151010103,0.0,0,0,0,-99.38811440990388,19.19235635469996
1512100010731,"",5,3,3,-99.2180392950064,19.671062470122582
1512100012155,4.0,61,101,308,-99.22926283026173,19.685736565261735
0900300010215,29.0,264,129,239,-99.12268390512686,19.348538265224413
0900300011571,1.0,59,52,87,-99.17765228494099,19.306645497847434
0900500011275,17.0,201,111,245,-99.11890768030105,19.478342394639178
0900500011400,49.0,223,183,384,-99.1338579451616,19.476049269905744
0900700010623,41.0,218,137,270,-99.01529075489893,19.37711583460012
0900700012371,2.0,64,45,55,-99.0328465603495,19.38782759014926
0900700015268,25.0,143,108,146,-99.02849673304783,19.373913869634862
0900700015840,1.0,42,53,85,-99.05258777516585,19.372780789996092
0900700015889,11.0,75,34,46,-99.08714059265448,19.33293638732355
0901000010915,8.0,130,87,120,-99.21708697003533,19.36312218516133
0901000011631,26.0,238,201,457,-99.24050179986409,19.35471078492485
0901000011858,87.0,604,267,437,-99.22933770974767,19.33685495619634
0901000011913,27.0,165,88,164,-99.22374527502157,19.384840461848352
0901400010914,9.0,172,75,95,-99.18500029513177,19.365377334719952
0901500010729,3.0,113,95,134,-99.1533062997452,19.434298240006463
1304800012934,"",7,2,4,-98.78069235531473,20.031975584849
1501300011446,89.0,241,97,271,-99.22500838503771,19.587206689943294
1502000010156,3.0,68,68,88,-99.09903324481252,19.640195479848522
1502500011786,"",11,19,19,-98.90674408497193,19.28840081014144
150250016099A,0.0,0,0,0,-98.9278086307207,19.23124631141436
1502501462515,"",72,84,116,-98.8533589448569,19.27294272008594
150310001079A,49.0,174,54,91,-98.96456423529551,19.440286970022466
1503100011124,0.0,0,0,0,-98.95665124491583,19.412031490250605
1503300011311,135.0,309,209,482,-99.04231812466355,19.49322036988893
1503300012201,"",27,27,48,-98.9876192453731,19.64499595500299
1503300013498,4.0,73,14,18,-99.07132123038198,19.568193819974333
1503300013638,13.0,143,75,101,-99.07835504484456,19.556266005436846
1503800010038,"",4,0,0,-99.416842579986,19.55792336977086
1503900011989,"",29,55,77,-98.89239305980047,19.294641119642055
1505700012542,11.0,132,49,75,-99.27223736905322,19.51746613046165
1509400010056,"",1,9,19,-98.82226796523506,19.021841839789882
150990029057A,"",27,23,25,-98.8721212649799,19.45697660492734
1510400010302,25.0,128,41,59,-99.19055758026768,19.543405669881004
1510400010586,11.0,149,121,164,-99.20080920010922,19.532774044631523
1510400012224,5.0,34,2,5,-99.18389283008966,19.511573629735242
1510600011697,"",2,2,2,-99.6343540510164,19.270297819707185
1510900691311,"",52,80,114,-99.14883914020315,19.61527249026441
1512000010575,"",4,3,3,-99.08186709518176,19.806452434907783
1512200010936,"",6,8,11,-98.96774454951091,19.333265455179095
1702000010259,0.0,0,0,0,-99.09098343369243,18.978007791191686
0900200010716,24.0,177,114,153,-99.17398785033879,19.46634829997983
0900300010056,12.0,162,36,57,-99.1526655453248,19.35089109014492
090030001093A,9.0,84,31,37,-99.11297963474081,19.313590049694447
0900300011247,14.0,145,50,63,-99.1197579151241,19.33082588994341
0900700013505,30.0,207,153,308,-99.0779335519583,19.30204600464444
0900700014039,43.0,211,232,577,-99.054484604766,19.334758130278956
0901000010347,28.0,120,157,271,-99.23013456007268,19.38248066005693
0901200010695,14.0,43,36,83,-99.14937825541372,19.28940944009557
0901200012348,"",19,4,6,-99.16680328782925,19.228027200225768
090130635,122.0,111,60,229,-99.05513912172859,19.22897145075341
0901500011303,17.0,146,87,121,-99.17964630463678,19.412760260127065
0901600011264,5.0,89,37,40,-99.24011411540323,19.405189454981933
1305100831999,"",1,4,6,-98.7128491419382,20.031519723889044
1307600080468,"",1,1,1,-99.32018424609936,20.069561898920927
1500200120694,"",13,60,84,-98.93610181664515,19.632008944816747
1501100020212,0.0,0,0,0,-98.92493727500533,19.575730994770474
150130683,16.0,28,87,120,-99.27985030523561,19.557801569812757
1501500070086,0.0,0,0,0,-98.78741129996244,18.986578705031285
1502400010441,"",22,42,76,-99.14659338000047,19.688458254942702
1502800010031,"",3,0,0,-98.8769469849043,19.545253290253918
1502800010154,"",7,9,9,-98.86924255631308,19.551720804318393
1503300010065,"",43,31,52,-99.0531808450786,19.606300039761685
1503900120783,0.0,0,0,0,-98.85892591482022,19.348797270067426
1505400010578,"",8,22,63,-99.59875632498289,19.24903186976621
1505400370934,1.0,16,8,19,-99.59832693509055,19.279781739965912
1505700012082,4.0,111,77,188,-99.27546314497371,19.44786987500037
1506000010749,"",27,67,162,-99.3117625001552,19.616720154781916
150680094,"",2,11,39,-98.81680916989194,19.058787920127642
1507600010147,13.0,25,15,24,-99.5422888501567,19.282919469849087
151040001004A,7.0,105,58,80,-99.19409132537777,19.576260184805886
1510401052281,0.0,0,0,0,-99.09857859518691,19.558152763987174
1510600664704,2.0,20,22,33,-99.63929222522404,19.339326099993173
1512200010283,10.0,81,24,38,-98.95121118489104,19.294647915125775
1512200010349,2.0,20,28,38,-98.93246901501406,19.292132324962015
1512200010620,"",36,33,35,-98.92775913004357,19.280624699669275
1512200010851,24.0,89,34,42,-98.95357805466432,19.317868705231234
1702000060051,0.0,0,0,0,-99.14396300015173,18.973633785205188
0900500013286,15.0,105,55,93,-99.1461664502067,19.558098559801774
0900600010791,28.0,53,43,80,-99.11694530516968,19.38748228011726
090070001376A,14.0,85,35,70,-99.0900565698648,19.35733479977766
0900700013825,63.0,178,66,112,-99.10293377914157,19.340109440629202
0900900010312,28.0,91,39,71,-99.02949732483954,19.18798006971428
0901100011431,7.0,107,53,88,-99.01775225970728,19.262447243375043
090120001077A,16.0,212,126,235,-99.24144972450182,19.280067244911372
090130001057A,"",7,3,4,-99.00852851487602,19.252415029968873
090150001017A,22.0,227,82,119,-99.15989149989863,19.457171440187068
1500200010232,"",18,60,76,-98.90706409009888,19.636146695102035
1502700010053,"",2,4,4,-99.5525214047978,19.20358195120505
1503900012332,0.0,0,0,0,-98.93736618362911,19.33910948105057
1505300010049,2.0,21,27,40,-99.14712897976864,19.69757439289247
1505700011493,113.0,239,139,337,-99.25289412490073,19.468121155059663
1505700011741,22.0,99,58,122,-99.28066615454357,19.462813555543896
1505700012468,24.0,116,58,85,-99.23305334982493,19.45410449511121
1505800011594,141.0,223,125,265,-98.97718582475625,19.38051106486919
150620001018A,"",7,3,3,-99.45587018488374,19.276006513791394
1506200140315,"",4,3,6,-99.46619496931025,19.247333585025444
1507000080976,144.0,257,163,475,-98.95738388001718,19.379157990664513
1507600010382,"",1,1,1,-99.52524972187697,19.28487096021407
1509200190155,"",11,19,22,-98.86939237447811,19.666746662189507
1510400011014,53.0,174,80,151,-99.17367407477475,19.519620794956474
1510400011283,14.0,141,24,33,-99.09534779497353,19.53350935943127
1510600010542,"",10,9,10,-99.64794100012509,19.278539554961846
1510600664776,1.0,28,18,19,-99.62915451725192,19.32608959005048
1510800140528,"",13,72,99,-99.11420992483957,19.66322555003282
1512200011099,"",13,23,32,-98.92418126974262,19.286679859960927
1700700010717,12.0,24,57,88,-99.22097729929988,18.952799330348498
0900300011266,9.0,95,21,22,-99.1153062898619,19.330016405907543
0900300011730,"",19,4,6,-99.13295998539513,19.314798475075683
090040001034A,17.0,120,55,122,-99.28828436495115,19.36862721503151
0900500011453,21.0,162,91,139,-99.10784303476996,19.480521134976026
0900500013163,12.0,49,34,53,-99.09474075002701,19.499533714726702
0900600010700,71.0,181,90,181,-99.09503118512336,19.38790964994952
0901000010027,24.0,151,55,86,-99.19422109587612,19.40141635497886
0901000010578,69.0,327,306,516,-99.21768783968038,19.369806859825516
0901000010987,11.0,188,76,82,-99.19079189958376,19.35966590519168
0901200011621,15.0,177,73,99,-99.16746722469816,19.243063045558543
0901200012441,86.0,338,226,649,-99.15283452589078,19.2355190153795
090130001107A,69.0,221,107,200,-99.12532711994024,19.271996495031875
0901300011366,13.0,169,117,240,-99.07235344960088,19.25476019482503
0901500010610,60.0,380,151,231,-99.14796314476717,19.440614404806972
0901600011103,41.0,174,72,155,-99.20199427485483,19.404243004936717
0901600011245,13.0,54,16,17,-99.24054662498486,19.405800585050883
1305100951698,"",4,3,3,-98.76826092399403,20.058647741193408
1306300010281,"",2,4,6,-99.34400756837704,19.91264150643638
130630027,1.0,17,18,32,-99.3862686336531,19.905531715461038
1501100020049,"",37,55,109,-98.93163449968355,19.58158981538142
1502000010832,1.0,22,29,51,-99.11292143004798,19.646622934931333
1503300010864,132.0,227,116,271,-99.04978836998802,19.520699919952868
1503300012790,214.0,460,181,548,-99.04963925991481,19.53637264475114
1503300013267,11.0,19,75,513,-98.99863180533512,19.64972425966235
1505000020140,"",4,2,3,-98.85194919954952,19.08544273503479
1505400340883,"",17,13,16,-99.62335781535553,19.261182584858474
1505700010688,5.0,101,60,81,-99.24866712999133,19.482984635201102
1505700011347,31.0,145,47,62,-99.22201030517397,19.486780289916965
1506000011107,1.0,15,18,22,-99.29844277752582,19.640312620417006
1508100980880,"",16,6,8,-98.99170834214408,19.661582140813238
1509100010162,"",10,8,13,-99.16716389985996,19.75593588976661
1510400010590,134.0,279,138,318,-99.1773689796905,19.53415424998427
151210001134A,"",10,8,12,-99.25366943038212,19.641108110804325
1512100011890,4.0,40,67,136,-99.22219966988298,19.647171489742554
151210001223A,"",38,50,86,-99.24809783993183,19.662109554960267
0900300010450,53.0,312,204,371,-99.1529676900029,19.337984144835495
0900600011037,42.0,124,82,111,-99.09370914472589,19.38545462484499
090070001561A,11.0,46,30,66,-99.08992018787308,19.311321433276998
0901000010614,7.0,78,51,149,-99.20168986032022,19.37149516496315
0901100010594,56.0,279,149,385,-99.04216188525336,19.310954715037496
0901100010984,37.0,172,70,134,-99.00063293760527,19.245147474846313
0901300011559,4.0,43,89,109,-99.02668859440055,19.243028051475203
0901500010606,42.0,276,87,118,-99.15673597477922,19.4425161804022
0901700010511,66.0,107,101,157,-99.11249117517087,19.430779585203638
1301300010078,"",2,0,0,-99.22446679971432,19.99613530965621
1304800012489,"",1,3,10,-98.80669226171801,20.04311181536754
130510027069A,"",1,0,0,-98.71230705408774,20.058894738836837
1307600080684,"",3,19,19,-99.31334769994737,20.05013775367485
1501300011836,"",2,1,1,-99.23049245489281,19.608252880159213
1502000010300,"",11,8,8,-99.08013135512354,19.657251394916713
1502600230198,"",1,0,0,-99.63630071463317,19.866403174862747
1503100010291,29.0,128,85,133,-98.9832133702296,19.41129920990761
1503300013144,14.0,73,15,16,-99.07872525470303,19.54832427009502
1503700240454,"",10,7,10,-99.37532028160393,19.388205300236503
1503900011156,"",21,26,31,-98.9172519851554,19.323639989726658
1503900011917,"",66,183,233,-98.89657598533412,19.316774530081197
1503900110853,0.0,0,0,0,-98.66536430440301,19.35401520484972
1505400370968,1.0,21,101,268,-99.58926433991411,19.28015264974126
1505700010480,3.0,74,35,36,-99.23469869990844,19.43129623499318
1505700011258,27.0,129,44,91,-99.22753135529615,19.501973920354196
1505800010670,66.0,230,96,243,-99.05085017504683,19.417013135006037
1505800011166,162.0,289,204,460,-99.05302644480248,19.406735024697795
1505800011857,123.0,301,178,436,-99.04321048508848,19.460324840398933
1506000010607,"",18,5,9,-99.28233826992086,19.598665559855533
1507000050957,29.0,108,70,98,-98.95236476961165,19.362574675442627
1508400010346,"",2,2,2,-98.89834937476076,19.820328889673032
1509600010205,"",4,4,4,-99.11917655440838,19.908002870002072
1510400010016,20.0,136,48,71,-99.20557701499764,19.57403402493251
1512100010981,"",11,39,43,-99.20593446952927,19.628217614942365
090020001081A,68.0,227,191,367,-99.1818470699121,19.46120877000437
0900200010913,1.0,94,52,53,-99.19424038175292,19.510802040483515
0900500012292,42.0,214,166,311,-99.09697025010408,19.45445722487549
0900700011034,331.0,505,565,1619,-99.05943126900208,19.35832393008104
0900700012988,117.0,337,237,434,-99.09732012935524,19.33202627020794
0900700014293,72.0,169,107,233,-98.96776205922745,19.328386918613226
0900800010245,28.0,148,57,127,-99.24363759996575,19.312730705703594
0900900010505,"",9,3,3,-99.01718535892064,19.202943154821597
0900900360238,11.0,70,32,55,-99.00380633009637,19.17577676720207
0901000011824,83.0,247,136,282,-99.22669228993949,19.347595630307552
0901100011395,1.0,26,27,50,-99.02878696289208,19.28074519630117
0901200010727,5.0,62,57,81,-99.1234454251597,19.290775430033378
0901200010835,5.0,105,38,40,-99.22034521034621,19.28144797010829
0901200012174,4.0,60,23,34,-99.11074840497646,19.297954664850426
0901500011483,49.0,246,134,242,-99.14793238993823,19.405527965063122
0901600010139,27.0,217,134,185,-99.1937819442335,19.457070599955728
1304800010586,"",7,6,9,-98.78395627605397,20.066181869207085
1305101221791,"",2,1,1,-98.76250366423582,20.054747626054045
130520080,"",2,1,1,-99.03226421447013,20.020765330374505
130690044082A,"",6,20,27,-98.95838634493774,19.87441287974967
130830068,2.0,42,99,561,-98.78960267417403,19.99239932521462
1501300011569,1.0,41,25,37,-99.2319099551216,19.60103411501396
1501300011770,"",37,27,55,-99.25664616003215,19.597948605026538
1501500010226,"",3,2,2,-98.78146685382691,19.024764400081015
1502500152426,"",16,54,82,-98.91519328387972,19.23806406112006
1503300013962,3.0,31,20,36,-98.99939737484746,19.599715350116902
1503300014477,3.0,43,34,66,-99.05683210523354,19.634867680287005
150490001007A,"",1,5,5,-99.53296619010675,19.04644701501448
1505800010261,142.0,292,160,303,-99.04895151511016,19.435261043608218
1509200010225,"",14,5,5,-98.87226805019816,19.682949105168575
1510400011103,82.0,330,179,420,-99.16940247508154,19.509587809757495
1510900031538,19.0,139,44,65,-99.17795387467157,19.588313095296307
1510900681523,2.0,40,46,83,-99.14183793988475,19.612661720118744
090030001175A,66.0,149,88,220,-99.12135180011796,19.322021569904088
0900400010208,63.0,267,135,276,-99.3069794740902,19.360766615808274
0900400010299,100.0,480,241,566,-99.29764231928047,19.362473790533613
0900700015770,14.0,57,24,41,-99.0055241599583,19.370495185336488
0901000011152,22.0,154,189,251,-99.23962661891345,19.343971537459705
0901000011241,18.0,298,104,125,-99.19602685997229,19.337439535562076
0901000011379,156.0,368,196,401,-99.25700242458271,19.376601525107876
0901200010676,30.0,179,104,169,-99.18332851008054,19.28889433347957
0901200271763,22.0,113,83,135,-99.15726605994809,19.203998075013196
0901300011101,16.0,128,42,63,-99.09485830971056,19.27082651493522
0901400010628,12.0,231,118,148,-99.15650900481506,19.37743821521725
0901500011515,58.0,172,126,246,-99.13035237492474,19.405912655159973
090170001062A,13.0,84,42,68,-99.10740073041143,19.42719109911996
0901700011261,137.0,247,135,377,-99.08612612046034,19.410753164995334
0901700011399,57.0,212,106,256,-99.12417281394411,19.406716372144672
1306900440853,"",3,4,4,-98.97643162287275,19.87593938308533
1500200150069,0.0,0,0,0,-98.92772385488901,19.607872234826004
1502500010129,1.0,23,27,39,-98.90102724012525,19.254907944885947
1502500010773,"",14,37,53,-98.90455631003108,19.26913191499376
1503100010982,1.0,51,27,33,-98.95702431957812,19.389097930623556
1503500010182,"",8,83,102,-99.20332652994361,19.821248430095906
1505700012612,"",20,33,89,-99.26856895482746,19.51457849052165
1506000010132,23.0,84,48,159,-99.30342029916162,19.630819807102448
150680001015A,"",2,4,4,-98.79685315011824,19.04112276992065
1509500010104,1.0,28,39,48,-99.23172646027517,19.711193965222527
1509500050335,"",14,41,71,-99.33917823006223,19.700394514907117
1510401052328,0.0,0,0,0,-99.09980073009665,19.557216027136185
151080001034A,3.0,27,14,25,-99.13022970665895,19.67635789793939
151200166,0.0,0,0,0,-99.00946165505675,19.81232829015304
1512002040679,"",11,4,4,-99.09411104093519,19.83113133490027
151211439,"",11,12,13,-99.26598364527044,19.67771787480443
0900200010364,27.0,153,117,166,-99.16344611489126,19.475146705148482
0900500011449,4.0,106,82,112,-99.11373876486232,19.479284615337654
0900500012593,36.0,156,108,273,-99.13876677497542,19.570733890220275
0900600010984,11.0,68,20,23,-99.12422879958835,19.377973780345307
0900700010093,7.0,72,27,42,-99.08867242839895,19.38845732983671
0900700010835,109.0,292,173,553,-99.02070933035006,19.362895364842963
